word,count,prob
abrim,6355.5,1.0042104146041512e-07
abrin,6355.5,1.0042104146041512e-07
abris,21355.0,3.374229156458445e-07
absey,6355.5,1.0042104146041512e-07
absit,6355.5,1.0042104146041512e-07
abuna,6355.5,1.0042104146041512e-07
abune,6355.5,1.0042104146041512e-07
abuse,36269685.0,0.0005730846575629292
abuts,106431.0,1.681679154067098e-06
abuzz,101924.0,1.6104656171522855e-06
abyes,6355.5,1.0042104146041512e-07
abysm,6355.5,1.0042104146041512e-07
abyss,1152408.0,1.8208797348330434e-05
acais,6355.5,1.0042104146041512e-07
acari,80144.0,1.2663274245619558e-06
accas,6355.5,1.0042104146041512e-07
accoy,6355.5,1.0042104146041512e-07
acerb,6355.5,1.0042104146041512e-07
acers,31994.0,5.055260483808546e-07
aceta,6355.5,1.0042104146041512e-07
achar,32197.0,5.087335806625735e-07
ached,153141.0,2.4197275918951196e-06
aches,1116644.0,1.7643702843289086e-05
achoo,33177.0,5.242182192639749e-07
acids,8793940.0,0.0001389499824310287
acidy,6355.5,1.0042104146041512e-07
acing,35956.0,5.681282301550919e-07
acini,24397.0,3.8548849791672533e-07
ackee,6355.5,1.0042104146041512e-07
acker,317695.0,5.019788020890029e-06
acmes,6355.5,1.0042104146041512e-07
acmic,6355.5,1.0042104146041512e-07
acned,6355.5,1.0042104146041512e-07
acnes,44507.0,7.032396022781364e-07
acock,6355.5,1.0042104146041512e-07
acold,6355.5,1.0042104146041512e-07
acorn,1825652.0,2.8846491257067074e-05
acred,6355.5,1.0042104146041512e-07
acres,14208905.0,0.00022450995800678148
acrid,104638.0,1.653348585687187e-06
acros,67908.0,1.0729906511673148e-06
acted,4468180.0,7.06001556183774e-05
actin,1356491.0,2.1433441735769013e-05
acton,1309016.0,2.068330579944092e-05
actor,16282891.0,0.00025728028828674694
acute,11128841.0,0.00017584293973210097
acyls,6355.5,1.0042104146041512e-07
adage,419158.0,6.622969537639002e-06
adapt,4675567.0,7.3877005358815e-05
adaws,6355.5,1.0042104146041512e-07
adays,13959.0,2.2056129616016594e-07
adbot,19586.0,3.094715629051515e-07
addax,16108.0,2.545168965218105e-07
added,118410414.0,0.001870961701461556
adder,888956.0,1.4046084074027973e-05
addio,54645.0,8.634266085444708e-07
addle,15267.0,2.4122854849754665e-07
adeem,6355.5,1.0042104146041512e-07
adept,1595303.0,2.5206826953807666e-05
adhan,37011.0,5.847979176290495e-07
adieu,274747.0,4.341181634509429e-06
adios,348221.0,5.50211871267205e-06
adits,12932.0,2.043340269319626e-07
adman,30780.0,4.863440572970777e-07
admen,6355.5,1.0042104146041512e-07
admin,37835381.0,0.0005978236746238065
admit,8780656.0,0.00013874008657472156
admix,17678.0,2.7932391958732096e-07
adobe,27538755.0,0.00043513027419136405
adobo,73556.0,1.1622327315966162e-06
adopt,11272339.0,0.00017811030164028863
adore,1176240.0,1.85853584780739e-05
adorn,464591.0,7.3408405433303e-06
adown,15167.0,2.396484833341383e-07
adoze,6355.5,1.0042104146041512e-07
adrad,6355.5,1.0042104146041512e-07
adred,6355.5,1.0042104146041512e-07
adsum,6355.5,1.0042104146041512e-07
aduki,6355.5,1.0042104146041512e-07
adult,97583096.0,0.0015418765052712877
adunc,6355.5,1.0042104146041512e-07
adust,6355.5,1.0042104146041512e-07
advew,6355.5,1.0042104146041512e-07
adyta,6355.5,1.0042104146041512e-07
adzed,6355.5,1.0042104146041512e-07
adzes,6355.5,1.0042104146041512e-07
aecia,6355.5,1.0042104146041512e-07
aedes,173718.0,2.7448576005696476e-06
aegis,1349788.0,2.1327529967865756e-05
aeons,92070.0,1.4547659959500307e-06
aerie,107043.0,1.691349152867157e-06
aeros,137375.0,2.1706145182321653e-06
aesir,33093.0,5.228909645267119e-07
afald,6355.5,1.0042104146041512e-07
afara,6355.5,1.0042104146041512e-07
afars,16470.0,2.602367324133486e-07
afear,6355.5,1.0042104146041512e-07
affix,444121.0,7.017401204380619e-06
afire,113772.0,1.7976717377129021e-06
aflaj,6355.5,1.0042104146041512e-07
afoot,364417.0,5.75802606653766e-06
afore,191691.0,3.028842712389023e-06
afoul,159727.0,2.5237906835571906e-06
afrit,6355.5,1.0042104146041512e-07
afros,24950.0,3.9422625827037327e-07
after,372948094.0,0.005892822910889276
again,150781416.0,0.002382444627109763
agama,68959.0,1.0895971360347363e-06
agami,18814.0,2.972734598436394e-07
agape,414471.0,6.548911883430055e-06
agars,6355.5,1.0042104146041512e-07
agast,6355.5,1.0042104146041512e-07
agate,900451.0,1.422771256456176e-05
agave,312239.0,4.933579665574472e-06
agaze,6355.5,1.0042104146041512e-07
agene,6355.5,1.0042104146041512e-07
agent,57103658.0,0.0009022750070898223
agers,180316.0,2.8491103000513277e-06
agger,27373.0,4.3251123717975663e-07
aggie,616732.0,9.744767483591337e-06
aggri,6355.5,1.0042104146041512e-07
aggro,171343.0,2.7073310529387e-06
aggry,6355.5,1.0042104146041512e-07
aghas,6355.5,1.0042104146041512e-07
agila,64661.0,1.021685935311447e-06
agile,1808955.0,2.8582667776732787e-05
aging,12014007.0,0.00018982913933643576
agios,230082.0,3.635445529273107e-06
agism,6355.5,1.0042104146041512e-07
agist,6355.5,1.0042104146041512e-07
agita,6355.5,1.0042104146041512e-07
aglee,6355.5,1.0042104146041512e-07
aglet,21535.0,3.402670329399795e-07
agley,6355.5,1.0042104146041512e-07
agloo,6355.5,1.0042104146041512e-07
aglow,110328.0,1.74325429348512e-06
aglus,6355.5,1.0042104146041512e-07
agmas,6355.5,1.0042104146041512e-07
agoge,6355.5,1.0042104146041512e-07
agone,6355.5,1.0042104146041512e-07
agons,6355.5,1.0042104146041512e-07
agony,1543205.0,2.4383644604975205e-05
agood,24742.0,3.90939722730484e-07
agora,797585.0,1.2602362733570168e-05
agree,47500911.0,0.0007505453470125858
agria,6355.5,1.0042104146041512e-07
agrin,23924.0,3.78014789693804e-07
agros,6355.5,1.0042104146041512e-07
agued,6355.5,1.0042104146041512e-07
agues,6355.5,1.0042104146041512e-07
aguna,6355.5,1.0042104146041512e-07
aguti,6355.5,1.0042104146041512e-07
ahead,28375319.0,0.00044834853052497914
aheap,6355.5,1.0042104146041512e-07
ahent,6355.5,1.0042104146041512e-07
ahigh,12899.0,2.0381260542803788e-07
ahind,6355.5,1.0042104146041512e-07
ahing,6355.5,1.0042104146041512e-07
ahint,6355.5,1.0042104146041512e-07
ahold,295977.0,4.676629468701013e-06
ahull,6355.5,1.0042104146041512e-07
ahuru,6355.5,1.0042104146041512e-07
aidas,6355.5,1.0042104146041512e-07
aided,3314916.0,5.23778329122482e-05
aider,140957.0,2.227212452385451e-06
aides,1614522.0,2.551049967756311e-05
aidoi,6355.5,1.0042104146041512e-07
aidos,6355.5,1.0042104146041512e-07
aiery,6355.5,1.0042104146041512e-07
aigas,6355.5,1.0042104146041512e-07
aight,127253.0,2.0106803223919764e-06
ailed,20703.0,3.2712089078042236e-07
aimed,10030370.0,0.00015848638213095806
aimer,96862.0,1.530482718580557e-06
ainee,6355.5,1.0042104146041512e-07
ainga,6355.5,1.0042104146041512e-07
aioli,84769.0,1.33940543836959e-06
aired,2159611.0,3.412326107613383e-05
airer,36215.0,5.722205989283194e-07
airns,6355.5,1.0042104146041512e-07
airth,28113.0,4.442037193889781e-07
airts,6355.5,1.0042104146041512e-07
aisle,1917319.0,3.0294889590408568e-05
aitch,28626.0,4.5230945367726275e-07
aitus,6355.5,1.0042104146041512e-07
aiver,6355.5,1.0042104146041512e-07
aiyee,6355.5,1.0042104146041512e-07
aizle,6355.5,1.0042104146041512e-07
ajies,6355.5,1.0042104146041512e-07
ajiva,6355.5,1.0042104146041512e-07
ajuga,31146.0,4.921270957951521e-07
ajwan,6355.5,1.0042104146041512e-07
akees,6355.5,1.0042104146041512e-07
akela,28395.0,4.486595031497895e-07
akene,6355.5,1.0042104146041512e-07
aking,105864.0,1.672720184590573e-06
akita,440387.0,6.958401571178953e-06
akkas,6355.5,1.0042104146041512e-07
alaap,6355.5,1.0042104146041512e-07
alack,38913.0,6.148507570370755e-07
alamo,2162395.0,3.416725009028312e-05
aland,874439.0,1.3816706014255989e-05
alane,34667.0,5.477611901987587e-07
alang,48219.0,7.618916211438528e-07
alans,34103.0,5.388496226771359e-07
alant,6355.5,1.0042104146041512e-07
alapa,6355.5,1.0042104146041512e-07
alaps,6355.5,1.0042104146041512e-07
alarm,17059844.0,0.0002695566519758027
alary,13261.0,2.0953244131957596e-07
alate,6355.5,1.0042104146041512e-07
alays,6355.5,1.0042104146041512e-07
albas,6355.5,1.0042104146041512e-07
albee,239116.0,3.7781886161354138e-06
album,77914316.0,0.0012310969644238668
alcid,6355.5,1.0042104146041512e-07
alcos,6355.5,1.0042104146041512e-07
aldea,47423.0,7.493143024431227e-07
alder,972850.0,1.5371663942217742e-05
aldol,32614.0,5.153224523939861e-07
aleck,69914.0,1.1046867583452856e-06
alecs,6355.5,1.0042104146041512e-07
alefs,6355.5,1.0042104146041512e-07
aleft,6355.5,1.0042104146041512e-07
aleph,692035.0,1.0934603953592696e-05
alert,32472727.0,0.0005130902469356843
alews,6355.5,1.0042104146041512e-07
aleye,6355.5,1.0042104146041512e-07
alfas,23952.0,3.784572079395583e-07
algae,2068644.0,3.268592319893619e-05
algal,510781.0,8.070672642308598e-06
algas,36273.0,5.731370367230962e-07
algid,6355.5,1.0042104146041512e-07
algin,6355.5,1.0042104146041512e-07
algor,79868.0,1.2619664447109488e-06
algum,21242.0,3.3563744201119316e-07
alias,7132147.0,0.00011269257015007086
alibi,448710.0,7.0899103947294265e-06
alien,10490554.0,0.00016575758920253696
alifs,6355.5,1.0042104146041512e-07
align,5478643.0,8.656612947050792e-05
alike,6220739.0,9.829172984555445e-05
aline,267309.0,4.223656387655118e-06
alist,270374.0,4.272085384913583e-06
alive,16064787.0,0.00025383410296274687
aliya,86771.0,1.3710383429410244e-06
alkie,6355.5,1.0042104146041512e-07
alkos,6355.5,1.0042104146041512e-07
alkyd,101898.0,1.6100548002097995e-06
alkyl,637228.0,1.0068617639483504e-05
allay,203474.0,3.215021790593424e-06
allee,204946.0,3.238280349798794e-06
allel,39827.0,6.292925526306275e-07
alley,4541475.0,7.175826437989753e-05
allis,603850.0,9.541223489241078e-06
allod,6355.5,1.0042104146041512e-07
allot,396325.0,6.262193258877983e-06
allow,67052567.0,0.0010594742523380163
alloy,5468839.0,8.641121988188737e-05
allyl,130966.0,2.069348141909327e-06
almah,6355.5,1.0042104146041512e-07
almas,48769.0,7.705819795425985e-07
almeh,6355.5,1.0042104146041512e-07
almes,44838.0,7.084696179690178e-07
almud,6355.5,1.0042104146041512e-07
almug,6355.5,1.0042104146041512e-07
alods,6355.5,1.0042104146041512e-07
aloed,6355.5,1.0042104146041512e-07
aloes,66464.0,1.050174510207699e-06
aloft,497342.0,7.858327684998156e-06
aloha,2099181.0,3.3168427697886186e-05
aloin,6355.5,1.0042104146041512e-07
alone,39326417.0,0.0006213830150336833
along,83444756.0,0.0013184815202470653
aloof,294291.0,4.649989570045949e-06
aloos,6355.5,1.0042104146041512e-07
aloud,3743858.0,5.9155396025475073e-05
alowe,6355.5,1.0042104146041512e-07
alpha,27832836.0,0.00043977694562456684
altar,2627835.0,4.1521505386850754e-05
alter,7831337.0,0.0001237402277661054
altho,159231.0,2.5159535603466857e-06
altos,1143776.0,1.807240612342503e-05
alula,13600.0,2.148888622235301e-07
alums,271859.0,4.2955493525901965e-06
alure,6355.5,1.0042104146041512e-07
alvar,106564.0,1.683780640734431e-06
alway,201600.0,3.185411369431152e-06
amahs,6355.5,1.0042104146041512e-07
amain,28001.0,4.424340464059608e-07
amass,181774.0,2.872147650133821e-06
amate,27910.0,4.4099618710725923e-07
amaut,6355.5,1.0042104146041512e-07
amaze,791672.0,1.2508933480457833e-05
amban,6355.5,1.0042104146041512e-07
amber,11065507.0,0.00017484222126150795
ambit,247267.0,3.9069797276048254e-06
amble,141586.0,2.2371510622632893e-06
ambos,104687.0,1.654122817617257e-06
ambry,16543.0,2.613901799826367e-07
ameba,6355.5,1.0042104146041512e-07
ameer,56160.0,8.873645957701068e-07
amend,7806844.0,0.00012335322240563182
amene,6355.5,1.0042104146041512e-07
amens,6355.5,1.0042104146041512e-07
ament,68334.0,1.0797217287634342e-06
amias,6355.5,1.0042104146041512e-07
amice,6355.5,1.0042104146041512e-07
amici,498099.0,7.870288778285157e-06
amide,316773.0,5.005219820083405e-06
amido,25154.0,3.974495912037262e-07
amids,6355.5,1.0042104146041512e-07
amies,35247.0,5.569255681465269e-07
amiga,2201683.0,3.478802609168297e-05
amigo,1094662.0,1.729637291906867e-05
amine,689951.0,1.0901675395587267e-05
amino,8273641.0,0.00013072891918646692
amins,6355.5,1.0042104146041512e-07
amirs,6355.5,1.0042104146041512e-07
amiss,271389.0,4.288123046322178e-06
amity,540428.0,8.53911456130426e-06
amlas,6355.5,1.0042104146041512e-07
amman,907030.0,1.433166505166239e-05
ammon,296510.0,4.685051216021979e-06
ammos,6355.5,1.0042104146041512e-07
amnia,6355.5,1.0042104146041512e-07
amnic,6355.5,1.0042104146041512e-07
amnio,26543.0,4.1939669632346763e-07
amoks,6355.5,1.0042104146041512e-07
amole,6355.5,1.0042104146041512e-07
among,83431590.0,0.001318273488867651
amort,52215.0,8.250310250736489e-07
amour,1346779.0,2.1279985807098798e-05
amove,6355.5,1.0042104146041512e-07
amowt,6355.5,1.0042104146041512e-07
amped,318536.0,5.033076368914293e-06
ample,3187842.0,5.0369980906498725e-05
amply,321480.0,5.079593487325034e-06
ampul,6355.5,1.0042104146041512e-07
amrit,117386.0,1.8547752927184785e-06
amuck,70822.0,1.1190337500290331e-06
amuse,554922.0,8.76812920608866e-06
amyls,6355.5,1.0042104146041512e-07
anana,6355.5,1.0042104146041512e-07
anata,97604.0,1.5422068020930465e-06
ancho,95151.0,1.5034478036346407e-06
ancle,6355.5,1.0042104146041512e-07
ancon,27256.0,4.306625609385689e-07
andro,154794.0,2.445846069046259e-06
anear,6355.5,1.0042104146041512e-07
anele,62912.0,9.940505956034358e-07
anent,27966.0,4.418810235987679e-07
angas,37853.0,5.981020663049474e-07
angel,25294123.0,0.00039966362591264883
anger,7991036.0,0.00012626357603141684
angle,17016075.0,0.00026886507325443054
anglo,2798286.0,4.4214742258531854e-05
angry,9267505.0,0.00014643261802212327
angst,1232364.0,1.9472154250385183e-05
anigh,6355.5,1.0042104146041512e-07
anile,14401.0,2.2754518418243067e-07
anils,6355.5,1.0042104146041512e-07
anima,559141.0,8.834792155332856e-06
anime,31334688.0,0.000495108489150684
animi,21791.0,3.4431199975830475e-07
anion,504530.0,7.971902768943944e-06
anise,324336.0,5.1247201483919756e-06
anker,175826.0,2.7781653742142946e-06
ankhs,6355.5,1.0042104146041512e-07
ankle,4146793.0,6.552203159165434e-05
ankus,6355.5,1.0042104146041512e-07
anlas,6355.5,1.0042104146041512e-07
annal,91257.0,1.4419200661715213e-06
annas,115640.0,1.8271873549653693e-06
annat,53865.0,8.51102100269886e-07
annex,8465905.0,0.00013376681567224227
annoy,1497815.0,2.3666453027304174e-05
annul,146490.0,2.314637457876833e-06
anoas,6355.5,1.0042104146041512e-07
anode,768949.0,1.2149895273376563e-05
anole,39883.0,6.301773891221362e-07
anomy,22835.0,3.608078800642875e-07
ansae,6355.5,1.0042104146041512e-07
antae,6355.5,1.0042104146041512e-07
antar,62848.0,9.930393538988544e-07
antas,14611.0,2.3086332102558812e-07
anted,16159.0,2.5532272975514876e-07
antes,472677.0,7.468604612443496e-06
antic,147936.0,2.337485200139717e-06
antis,61179.0,9.666680663215697e-07
antra,14888.0,2.3524010152822915e-07
antre,6355.5,1.0042104146041512e-07
antsy,82656.0,1.3060186614667724e-06
anura,97111.0,1.5344170808374437e-06
anvil,936808.0,1.4802176856022118e-05
anyon,37349.0,5.901385378813695e-07
aorta,641057.0,1.0129118334590408e-05
apace,154873.0,2.4470943205253514e-06
apage,6355.5,1.0042104146041512e-07
apaid,6355.5,1.0042104146041512e-07
apart,16507181.0,0.00026082421644175546
apayd,6355.5,1.0042104146041512e-07
apays,6355.5,1.0042104146041512e-07
apeak,6355.5,1.0042104146041512e-07
apeek,6355.5,1.0042104146041512e-07
apers,39349.0,6.217398411495357e-07
apert,36425.0,5.755387357714768e-07
apery,6355.5,1.0042104146041512e-07
apgar,114178.0,1.8040868022763398e-06
aphid,295138.0,4.663372721980017e-06
aphis,389447.0,6.1535163769387596e-06
apian,6355.5,1.0042104146041512e-07
aping,42534.0,6.720649166040904e-07
apiol,6355.5,1.0042104146041512e-07
apish,6355.5,1.0042104146041512e-07
apism,6355.5,1.0042104146041512e-07
apnea,950562.0,1.5019499018597298e-05
apode,6355.5,1.0042104146041512e-07
apods,6355.5,1.0042104146041512e-07
apoop,6355.5,1.0042104146041512e-07
aport,6355.5,1.0042104146041512e-07
appal,27269.0,4.30867969409812e-07
appay,6355.5,1.0042104146041512e-07
appel,812311.0,1.2835043129533675e-05
apple,50551171.0,0.000798741442665964
apply,76341478.0,0.0012062450991090188
appro,352278.0,5.566221956351525e-06
appui,68595.0,1.08384569883993e-06
appuy,6355.5,1.0042104146041512e-07
apres,282360.0,4.4614719953997035e-06
apron,1617357.0,2.5555294524945734e-05
apses,6355.5,1.0042104146041512e-07
apsis,53093.0,8.389039972083738e-07
apsos,17502.0,2.7654300489972237e-07
apted,47832.0,7.557767689614627e-07
apter,75596.0,1.1944660609301458e-06
aptly,598371.0,9.454651718937937e-06
aquae,38767.0,6.125438618984994e-07
aquas,6355.5,1.0042104146041512e-07
araba,85785.0,1.3554589004298184e-06
araks,6355.5,1.0042104146041512e-07
arame,6355.5,1.0042104146041512e-07
arars,32570.0,5.146272237220865e-07
arbas,6355.5,1.0042104146041512e-07
arbor,5057261.0,7.990801928363472e-05
arced,26654.0,4.2115056865485084e-07
archi,260000.0,4.108169424861605e-06
arcos,151492.0,2.3936723173505165e-06
arcus,129194.0,2.0413493872137318e-06
ardeb,6355.5,1.0042104146041512e-07
ardor,155258.0,2.4531775714044736e-06
ardri,6355.5,1.0042104146041512e-07
aread,6355.5,1.0042104146041512e-07
areae,6355.5,1.0042104146041512e-07
areal,289091.0,4.567826181548717e-06
arear,6355.5,1.0042104146041512e-07
areas,121986327.0,0.001927463457048345
areca,78703.0,1.243558685557242e-06
aredd,6355.5,1.0042104146041512e-07
arede,6355.5,1.0042104146041512e-07
arefy,6355.5,1.0042104146041512e-07
areic,6355.5,1.0042104146041512e-07
arena,13966572.0,0.00022068093869433923
arene,37383.0,5.906757600369284e-07
arepa,6355.5,1.0042104146041512e-07
arere,6355.5,1.0042104146041512e-07
arete,181243.0,2.8637575041161227e-06
arets,6355.5,1.0042104146041512e-07
arett,6355.5,1.0042104146041512e-07
argal,6355.5,1.0042104146041512e-07
argan,26269.0,4.1506731777572885e-07
argil,6355.5,1.0042104146041512e-07
argle,6355.5,1.0042104146041512e-07
argol,6355.5,1.0042104146041512e-07
argon,760267.0,1.2012714015889453e-05
argot,51766.0,8.179365324899456e-07
argue,8353605.0,0.00013199240249373473
argus,2172332.0,3.4324261165571e-05
arhat,28698.0,4.534471005949167e-07
arias,701697.0,1.1087269849681208e-05
ariel,2731662.0,4.31620396440627e-05
ariki,46804.0,7.395336990816253e-07
arils,6355.5,1.0042104146041512e-07
ariot,6355.5,1.0042104146041512e-07
arise,8337093.0,0.00013173150213395275
arish,45447.0,7.180922148141745e-07
arked,6355.5,1.0042104146041512e-07
arled,6355.5,1.0042104146041512e-07
arles,495534.0,7.829760106843733e-06
armed,13866785.0,0.000219104239069729
armer,48949.0,7.734260968367335e-07
armet,6355.5,1.0042104146041512e-07
armil,6355.5,1.0042104146041512e-07
armor,6001844.0,9.483304620611183e-05
arnas,6355.5,1.0042104146041512e-07
arnut,6355.5,1.0042104146041512e-07
aroba,6355.5,1.0042104146041512e-07
aroha,51420.0,8.124695070245528e-07
aroid,6355.5,1.0042104146041512e-07
aroma,2018777.0,3.1897992103899375e-05
arose,2609029.0,4.122435833222019e-05
arpas,6355.5,1.0042104146041512e-07
arpen,6355.5,1.0042104146041512e-07
arrah,6355.5,1.0042104146041512e-07
arras,163483.0,2.583137931094807e-06
array,25150016.0,0.00039738664140761605
arret,6355.5,1.0042104146041512e-07
arris,70170.0,1.1087317251636108e-06
arrow,11563142.0,0.00018270517853743488
arroz,110715.0,1.7493691456675102e-06
arsed,125628.0,1.985004263486591e-06
arses,82425.0,1.3023687109392992e-06
arsey,6355.5,1.0042104146041512e-07
arsis,24659.0,3.8962826864485507e-07
arson,989351.0,1.5632390494831747e-05
artal,6355.5,1.0042104146041512e-07
artel,29896.0,4.723762812525483e-07
artic,431117.0,6.8119295305310025e-06
artis,394835.0,6.2386502879432e-06
artsy,333481.0,5.2692171075856655e-06
aruhe,6355.5,1.0042104146041512e-07
arums,6355.5,1.0042104146041512e-07
arval,17215.0,2.720082178807405e-07
arvee,6355.5,1.0042104146041512e-07
arvos,6355.5,1.0042104146041512e-07
aryls,6355.5,1.0042104146041512e-07
asana,175243.0,2.768953594311624e-06
ascon,12971.0,2.0495025234569186e-07
ascot,888745.0,1.4042750136533182e-05
ascus,37312.0,5.895539137709085e-07
asdic,6355.5,1.0042104146041512e-07
ashed,6355.5,1.0042104146041512e-07
ashen,184747.0,2.91912298744195e-06
ashes,3011008.0,4.7575888475437276e-05
ashet,6355.5,1.0042104146041512e-07
aside,11768649.0,0.0001859523230528004
asked,75532722.0,0.0011934662272960442
asker,948596.0,1.4988434937484689e-05
askew,473664.0,7.484199855606336e-06
askoi,6355.5,1.0042104146041512e-07
askos,6355.5,1.0042104146041512e-07
aspen,4626441.0,7.310078254663904e-05
asper,84389.0,1.3334011907486385e-06
aspic,54553.0,8.619729485941351e-07
aspie,6355.5,1.0042104146041512e-07
aspis,6355.5,1.0042104146041512e-07
aspro,70422.0,1.1127134893753998e-06
assai,54173.0,8.559687009731836e-07
assam,803070.0,1.2689029307783112e-05
assay,3855224.0,6.091505139535637e-05
asses,4583177.0,7.241718315434207e-05
asset,18178753.0,0.000287236143295043
assez,83499.0,1.3193386107943044e-06
assot,6355.5,1.0042104146041512e-07
aster,718311.0,1.1349781875929863e-05
astir,51145.0,8.0812432782518e-07
astun,6355.5,1.0042104146041512e-07
asura,54205.0,8.564743218254743e-07
asway,6355.5,1.0042104146041512e-07
aswim,6355.5,1.0042104146041512e-07
asyla,6355.5,1.0042104146041512e-07
ataps,6355.5,1.0042104146041512e-07
ataxy,6355.5,1.0042104146041512e-07
atigi,6355.5,1.0042104146041512e-07
atilt,6355.5,1.0042104146041512e-07
atimy,6355.5,1.0042104146041512e-07
atlas,12221120.0,0.0001931016596983256
atman,173626.0,2.7434039406193117e-06
atmas,6355.5,1.0042104146041512e-07
atmos,488481.0,7.718318110868545e-06
atocs,6355.5,1.0042104146041512e-07
atoke,6355.5,1.0042104146041512e-07
atoks,6355.5,1.0042104146041512e-07
atoll,908471.0,1.4354433790667105e-05
atoms,4375988.0,6.914346194292803e-05
atomy,6355.5,1.0042104146041512e-07
atone,152901.0,2.4159354355029397e-06
atony,6355.5,1.0042104146041512e-07
atopy,66364.0,1.0485944450442906e-06
atria,279451.0,4.415507899796155e-06
atrip,6355.5,1.0042104146041512e-07
attap,73826.0,1.1664989075378186e-06
attar,86729.0,1.370374715572393e-06
attic,3347389.0,5.289092747276178e-05
atuas,6355.5,1.0042104146041512e-07
audad,6355.5,1.0042104146041512e-07
audio,127014703.0,0.0020069150745095294
audit,20786243.0,0.0003284361844243983
auger,678597.0,1.0722274796933887e-05
aught,207367.0,3.2765337274049096e-06
augur,120764.0,1.9081498939384113e-06
aulas,22980.0,3.6309897455122956e-07
aulic,6355.5,1.0042104146041512e-07
auloi,6355.5,1.0042104146041512e-07
aulos,26850.0,4.2424749637513117e-07
aumil,6355.5,1.0042104146041512e-07
aunes,6355.5,1.0042104146041512e-07
aunts,609018.0,9.62288125688602e-06
aunty,239524.0,3.7846352820021197e-06
aurae,6355.5,1.0042104146041512e-07
aural,744671.0,1.1766287053004293e-05
aurar,6355.5,1.0042104146041512e-07
auras,134666.0,2.1278105529554345e-06
aurei,6355.5,1.0042104146041512e-07
aures,6355.5,1.0042104146041512e-07
auric,79392.0,1.2544453345331252e-06
auris,34496.0,5.450592787693306e-07
aurum,141480.0,2.2354761931900767e-06
autos,9798008.0,0.00015481491111595926
auxin,154606.0,2.4428755465390513e-06
avail,3902711.0,6.166537693950408e-05
avale,6355.5,1.0042104146041512e-07
avant,2710283.0,4.2824237512777636e-05
avast,449613.0,7.104178383155003e-06
avels,6355.5,1.0042104146041512e-07
avens,43203.0,6.826355525472921e-07
avers,109324.0,1.7273904392445004e-06
avert,767435.0,1.212597308680256e-05
avgas,40092.0,6.334797253136596e-07
avian,2877167.0,4.546111346007996e-05
avine,6355.5,1.0042104146041512e-07
avion,581489.0,9.187905118051345e-06
avise,40613.0,6.417118648150168e-07
aviso,354132.0,5.595516364481115e-06
avize,6355.5,1.0042104146041512e-07
avoid,36508203.0,0.0005768533973893875
avows,12784.0,2.019955304901183e-07
avyze,6355.5,1.0042104146041512e-07
await,1745587.0,2.758141208398421e-05
awake,3230337.0,5.104142959768909e-05
award,59652161.0,0.000942543015181238
aware,25700328.0,0.00040608192960967155
awarn,6355.5,1.0042104146041512e-07
awash,274221.0,4.3328704917499006e-06
awato,6355.5,1.0042104146041512e-07
awave,20063.0,3.1700847373460915e-07
aways,400767.0,6.3323797534365805e-06
awdls,6355.5,1.0042104146041512e-07
aweel,6355.5,1.0042104146041512e-07
aweto,6355.5,1.0042104146041512e-07
awful,5217370.0,8.243784581611613e-05
awing,6355.5,1.0042104146041512e-07
awmry,6355.5,1.0042104146041512e-07
awned,19334.0,3.054897986933626e-07
awner,6355.5,1.0042104146041512e-07
