caxon|5|[12972, 400, 28, 3, 2, 1]
casts|4|[12972, 339, 21, 8, 1]
relax|3|[12972, 21, 4, 1]
gaums|6|[12972, 339, 216, 112, 50, 2, 1]
siler|2|[12972, 5, 1]
aquae|4|[12972, 219, 71, 11, 1]
clang|4|[12972, 258, 6, 3, 1]
acute|4|[12972, 219, 71, 11, 1]
sonly|4|[12972, 97, 10, 3, 1]
clime|7|[12972, 247, 13, 9, 7, 4, 2, 1]
shark|4|[12972, 57, 16, 3, 1]
karst|3|[12972, 11, 4, 1]
malty|3|[12972, 123, 10, 1]
carom|2|[12972, 104, 1]
sered|7|[12972, 21, 16, 12, 8, 3, 2, 1]
flirs|3|[12972, 11, 3, 1]
garth|3|[12972, 104, 2, 1]
bawls|5|[12972, 75, 27, 15, 8, 1]
fancy|4|[12972, 400, 96, 2, 1]
sords|7|[12972, 132, 41, 30, 15, 10, 2, 1]
nagor|5|[12972, 92, 8, 6, 5, 1]
wakas|8|[12972, 339, 216, 112, 50, 24, 10, 7, 1]
tapas|5|[12972, 339, 216, 112, 12, 1]
doyly|5|[12972, 309, 6, 3, 2, 1]
unset|4|[12972, 96, 22, 2, 1]
blaer|2|[12972, 7, 1]
tusky|5|[12972, 347, 23, 13, 2, 1]
sours|8|[12972, 164, 7, 6, 5, 4, 3, 2, 1]
lords|2|[12972, 4, 1]
hosel|3|[12972, 25, 5, 1]
gruel|4|[12972, 41, 11, 3, 1]
besat|2|[12972, 90, 1]
sadis|8|[12972, 339, 28, 19, 16, 11, 6, 5, 1]
motty|7|[12972, 832, 239, 42, 4, 3, 2, 1]
sybow|4|[12972, 347, 73, 2, 1]
swank|6|[12972, 168, 46, 9, 3, 2, 1]
pilaw|6|[12972, 258, 100, 12, 3, 2, 1]
lamer|7|[12972, 10, 9, 8, 7, 6, 5, 1]
amaut|2|[12972, 453, 1]
kvass|7|[12972, 288, 64, 28, 13, 6, 3, 1]
hajis|7|[12972, 339, 28, 19, 16, 11, 3, 1]
diker|7|[12972, 287, 96, 9, 5, 3, 2, 1]
bizes|5|[12972, 330, 65, 52, 3, 1]
zonal|5|[12972, 258, 100, 10, 4, 1]
bandh|5|[12972, 400, 49, 5, 2, 1]
flail|6|[12972, 258, 27, 12, 7, 4, 1]
raser|6|[12972, 15, 5, 4, 3, 2, 1]
accoy|3|[12972, 453, 18, 1]
linky|5|[12972, 59, 7, 5, 3, 1]
honks|7|[12972, 757, 34, 21, 8, 7, 6, 1]
birls|3|[12972, 18, 7, 1]
oaten|4|[12972, 124, 3, 2, 1]
cimar|3|[12972, 256, 27, 1]
womyn|4|[12972, 832, 10, 2, 1]
brees|4|[12972, 54, 6, 5, 1]
gowan|5|[12972, 453, 67, 3, 2, 1]
radix|4|[12972, 92, 49, 2, 1]
dawah|3|[12972, 400, 49, 1]
pimps|5|[12972, 757, 250, 28, 7, 1]
musts|7|[12972, 757, 250, 18, 6, 4, 2, 1]
pongs|4|[12972, 757, 140, 7, 1]
daraf|6|[12972, 104, 55, 19, 8, 3, 1]
myrrh|3|[12972, 121, 5, 1]
thole|3|[12972, 247, 4, 1]
clavi|3|[12972, 258, 6, 1]
manor|3|[12972, 92, 2, 1]
saute|2|[12972, 29, 1]
upran|4|[12972, 80, 24, 6, 1]
lawer|9|[12972, 10, 9, 8, 7, 6, 5, 4, 3, 1]
weils|8|[12972, 99, 15, 7, 5, 4, 3, 2, 1]
epics|3|[12972, 286, 22, 1]
groom|4|[12972, 300, 6, 4, 1]
eniac|3|[12972, 219, 8, 1]
morro|4|[12972, 121, 6, 2, 1]
smore|7|[12972, 64, 6, 5, 4, 3, 2, 1]
cored|5|[12972, 51, 35, 15, 3, 1]
navar|5|[12972, 92, 13, 5, 2, 1]
momus|5|[12972, 757, 140, 74, 5, 1]
barra|5|[12972, 104, 55, 19, 2, 1]
teers|9|[12972, 98, 38, 29, 7, 6, 5, 4, 3, 1]
ouzos|7|[12972, 757, 42, 15, 8, 4, 2, 1]
guilt|4|[12972, 309, 13, 2, 1]
bumbo|5|[12972, 832, 239, 9, 2, 1]
